"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_844A","ACCT_844B","ACCT_844C","ACCT_844D","ACCT_844E","ACCT_844F","ACCT_844G","ACCT_844H","ACCT_844I","ACCT_844J","ACCT_844K","ACCT_844L","ACCT_844M","ACCT_844N","ACCT_844O","ACCT_844P","ACCT_844Q","ACCT_844R","ACCT_844S","ACCT_844T"
1610,12/31/2013 0:00:00,786,"","","","","","","","","","","","","","","","","","","",""
1621,12/31/2013 0:00:00,792,"","","","","","","","","","","","","","","","","","","",""
1622,12/31/2013 0:00:00,793,"","","","","","","","","","","","","","","","","","","",""
1644,12/31/2013 0:00:00,803,"223858038","830406929","","","","","","","","","","","","","","","","","",""
1646,12/31/2013 0:00:00,805,"","","","","","","","","","","","","","","","","","","",""
1649,12/31/2013 0:00:00,808,"","","","","","","","","","","","","","","","","","","",""
1658,12/31/2013 0:00:00,812,"","","","","","","","","","","","","","","","","","","",""
1660,12/31/2013 0:00:00,813,"","","","","","","","","","","","","","","","","","","",""
1664,12/31/2013 0:00:00,815,"","","","","","","","","","","","","","","","","","","",""
1665,12/31/2013 0:00:00,816,"","","","","","","","","","","","","","","","","","","",""
1669,12/31/2013 0:00:00,817,"","","","","","","","","","","","","","","","","","","",""
1682,12/31/2013 0:00:00,820,"352113484","300309102","452448182","452448303","460893649","460990233","461603290","460985987","","","","","","","","","","","",""
1706,12/31/2013 0:00:00,829,"","","","","","","","","","","","","","","","","","","",""
1717,12/31/2013 0:00:00,834,"202654809","","","","","","","","","","","","","","","","","","",""
1718,12/31/2013 0:00:00,835,"","","","","","","","","","","","","","","","","","","",""
1719,12/31/2013 0:00:00,836,"990073417","","","","","","","","","","","","","","","","","","",""
1725,12/31/2013 0:00:00,838,"","","","","","","","","","","","","","","","","","","",""
1726,12/31/2013 0:00:00,839,"","","","","","","","","","","","","","","","","","","",""
1729,12/31/2013 0:00:00,841,"","","","","","","","","","","","","","","","","","","",""
1733,12/31/2013 0:00:00,843,"","","","","","","","","","","","","","","","","","","",""
1739,12/31/2013 0:00:00,845,"","","","","","","","","","","","","","","","","","","",""
1747,12/31/2013 0:00:00,848,"861020339","203242545","","","","","","","","","","","","","","","","","",""
1748,12/31/2013 0:00:00,849,"","","","","","","","","","","","","","","","","","","",""
1750,12/31/2013 0:00:00,850,"","","","","","","","","","","","","","","","","","","",""
1759,12/31/2013 0:00:00,851,"","","","","","","","","","","","","","","","","","","",""
1784,12/31/2013 0:00:00,858,"","","","","","","","","","","","","","","","","","","",""
1785,12/31/2013 0:00:00,859,"","","","","","","","","","","","","","","","","","","",""
1787,12/31/2013 0:00:00,860,"","","","","","","","","","","","","","","","","","","",""
1788,12/31/2013 0:00:00,861,"","","","","","","","","","","","","","","","","","","",""
1792,12/31/2013 0:00:00,863,"","","","","","","","","","","","","","","","","","","",""
1810,12/31/2013 0:00:00,868,"","","","","","","","","","","","","","","","","","","",""
1812,12/31/2013 0:00:00,870,"","","","","","","","","","","","","","","","","","","",""
1815,12/31/2013 0:00:00,872,"461009791","451451685","452255920","","","","","","","","","","","","","","","","",""
1817,12/31/2013 0:00:00,873,"","","","","","","","","","","","","","","","","","","",""
1821,12/31/2013 0:00:00,874,"","","","","","","","","","","","","","","","","","","",""
1827,12/31/2013 0:00:00,876,"","","","","","","","","","","","","","","","","","","",""
1829,12/31/2013 0:00:00,877,"","","","","","","","","","","","","","","","","","","",""
1830,12/31/2013 0:00:00,878,"","","","","","","","","","","","","","","","","","","",""
1838,12/31/2013 0:00:00,881,"","","","","","","","","","","","","","","","","","","",""
1842,12/31/2013 0:00:00,882,"","","","","","","","","","","","","","","","","","","",""
1845,12/31/2013 0:00:00,883,"990345712","205930166","273685720","","","","","","","","","","","","","","","","",""
1851,12/31/2013 0:00:00,885,"","","","","","","","","","","","","","","","","","","",""
1853,12/31/2013 0:00:00,886,"","","","","","","","","","","","","","","","","","","",""
1856,12/31/2013 0:00:00,888,"","","","","","","","","","","","","","","","","","","",""
1862,12/31/2013 0:00:00,890,"","","","","","","","","","","","","","","","","","","",""
1863,12/31/2013 0:00:00,891,"","","","","","","","","","","","","","","","","","","",""
1866,12/31/2013 0:00:00,892,"","","","","","","","","","","","","","","","","","","",""
1868,12/31/2013 0:00:00,894,"","","","","","","","","","","","","","","","","","","",""
1869,12/31/2013 0:00:00,895,"","","","","","","","","","","","","","","","","","","",""
1870,12/31/2013 0:00:00,896,"","","","","","","","","","","","","","","","","","","",""
1874,12/31/2013 0:00:00,899,"","","","","","","","","","","","","","","","","","","",""
1879,12/31/2013 0:00:00,902,"","","","","","","","","","","","","","","","","","","",""
1880,12/31/2013 0:00:00,903,"","","","","","","","","","","","","","","","","","","",""
1882,12/31/2013 0:00:00,904,"","","","","","","","","","","","","","","","","","","",""
1884,12/31/2013 0:00:00,905,"272298670","274601397","","","","","","","","","","","","","","","","","",""
1888,12/31/2013 0:00:00,906,"","","","","","","","","","","","","","","","","","","",""
1904,12/31/2013 0:00:00,909,"","","","","","","","","","","","","","","","","","","",""
1909,12/31/2013 0:00:00,911,"","","","","","","","","","","","","","","","","","","",""
1911,12/31/2013 0:00:00,912,"","","","","","","","","","","","","","","","","","","",""
1920,12/31/2013 0:00:00,915,"","","","","","","","","","","","","","","","","","","",""
1941,12/31/2013 0:00:00,927,"463864034","","","","","","","","","","","","","","","","","","",""
1947,12/31/2013 0:00:00,929,"","","","","","","","","","","","","","","","","","","",""
1955,12/31/2013 0:00:00,932,"","","","","","","","","","","","","","","","","","","",""
1956,12/31/2013 0:00:00,933,"","","","","","","","","","","","","","","","","","","",""
1961,12/31/2013 0:00:00,936,"","","","","","","","","","","","","","","","","","","",""
1969,12/31/2013 0:00:00,938,"","","","","","","","","","","","","","","","","","","",""
1976,12/31/2013 0:00:00,943,"","","","","","","","","","","","","","","","","","","",""
1982,12/31/2013 0:00:00,945,"","","","","","","","","","","","","","","","","","","",""
1987,12/31/2013 0:00:00,946,"","","","","","","","","","","","","","","","","","","",""
1992,12/31/2013 0:00:00,947,"","","","","","","","","","","","","","","","","","","",""
1999,12/31/2013 0:00:00,949,"954341911","770605915","","","","","","","","","","","","","","","","","",""
2003,12/31/2013 0:00:00,950,"","","","","","","","","","","","","","","","","","","",""
2008,12/31/2013 0:00:00,954,"","","","","","","","","","","","","","","","","","","",""
2016,12/31/2013 0:00:00,959,"","","","","","","","","","","","","","","","","","","",""
2021,12/31/2013 0:00:00,961,"","","","","","","","","","","","","","","","","","","",""
2024,12/31/2013 0:00:00,962,"","","","","","","","","","","","","","","","","","","",""
2037,12/31/2013 0:00:00,965,"","","","","","","","","","","","","","","","","","","",""
2041,12/31/2013 0:00:00,966,"","","","","","","","","","","","","","","","","","","",""
2046,12/31/2013 0:00:00,969,"","","","","","","","","","","","","","","","","","","",""
2049,12/31/2013 0:00:00,970,"","","","","","","","","","","","","","","","","","","",""
2051,12/31/2013 0:00:00,972,"","","","","","","","","","","","","","","","","","","",""
2056,12/31/2013 0:00:00,975,"","","","","","","","","","","","","","","","","","","",""
2065,12/31/2013 0:00:00,982,"","","","","","","","","","","","","","","","","","","",""
2068,12/31/2013 0:00:00,983,"","","","","","","","","","","","","","","","","","","",""
2073,12/31/2013 0:00:00,985,"","","","","","","","","","","","","","","","","","","",""
2077,12/31/2013 0:00:00,986,"","","","","","","","","","","","","","","","","","","",""
2080,12/31/2013 0:00:00,987,"","","","","","","","","","","","","","","","","","","",""
2098,12/31/2013 0:00:00,994,"","","","","","","","","","","","","","","","","","","",""
2099,12/31/2013 0:00:00,995,"201088359","","","","","","","","","","","","","","","","","","",""
2107,12/31/2013 0:00:00,998,"","","","","","","","","","","","","","","","","","","",""
2112,12/31/2013 0:00:00,1000,"","","","","","","","","","","","","","","","","","","",""
2115,12/31/2013 0:00:00,1002,"","","","","","","","","","","","","","","","","","","",""
2127,12/31/2013 0:00:00,1010,"","","","","","","","","","","","","","","","","","","",""
2131,12/31/2013 0:00:00,1012,"","","","","","","","","","","","","","","","","","","",""
2141,12/31/2013 0:00:00,1015,"","","","","","","","","","","","","","","","","","","",""
2149,12/31/2013 0:00:00,1017,"","","","","","","","","","","","","","","","","","","",""
2155,12/31/2013 0:00:00,1019,"","","","","","","","","","","","","","","","","","","",""
2157,12/31/2013 0:00:00,1021,"860959445","","","","","","","","","","","","","","","","","","",""
2158,12/31/2013 0:00:00,1022,"","","","","","","","","","","","","","","","","","","",""
2168,12/31/2013 0:00:00,1024,"","","","","","","","","","","","","","","","","","","",""
2170,12/31/2013 0:00:00,1025,"953732627","","","","","","","","","","","","","","","","","","",""
2181,12/31/2013 0:00:00,1027,"","","","","","","","","","","","","","","","","","","",""
2182,12/31/2013 0:00:00,1028,"","","","","","","","","","","","","","","","","","","",""
2184,12/31/2013 0:00:00,1029,"","","","","","","","","","","","","","","","","","","",""
2186,12/31/2013 0:00:00,1031,"","","","","","","","","","","","","","","","","","","",""
2187,12/31/2013 0:00:00,1032,"","","","","","","","","","","","","","","","","","","",""
2191,12/31/2013 0:00:00,1034,"911193663","","","","","","","","","","","","","","","","","","",""
2192,12/31/2013 0:00:00,1035,"","","","","","","","","","","","","","","","","","","",""
2208,12/31/2013 0:00:00,1041,"","","","","","","","","","","","","","","","","","","",""
2209,12/31/2013 0:00:00,1042,"","","","","","","","","","","","","","","","","","","",""
2211,12/31/2013 0:00:00,1044,"","","","","","","","","","","","","","","","","","","",""
2214,12/31/2013 0:00:00,1046,"","","","","","","","","","","","","","","","","","","",""
2223,12/31/2013 0:00:00,1050,"","","","","","","","","","","","","","","","","","","",""
2226,12/31/2013 0:00:00,1052,"","","","","","","","","","","","","","","","","","","",""
2227,12/31/2013 0:00:00,1053,"","","","","","","","","","","","","","","","","","","",""
2237,12/31/2013 0:00:00,1058,"20-3526572","68-0282113","","","","","","","","","","","","","","","","","",""
2246,12/31/2013 0:00:00,1061,"","","","","","","","","","","","","","","","","","","",""
2252,12/31/2013 0:00:00,1063,"","","","","","","","","","","","","","","","","","","",""
2260,12/31/2013 0:00:00,1066,"","","","","","","","","","","","","","","","","","","",""
2261,12/31/2013 0:00:00,1067,"","","","","","","","","","","","","","","","","","","",""
2263,12/31/2013 0:00:00,1068,"","","","","","","","","","","","","","","","","","","",""
2275,12/31/2013 0:00:00,1071,"","","","","","","","","","","","","","","","","","","",""
2280,12/31/2013 0:00:00,1074,"","","","","","","","","","","","","","","","","","","",""
2285,12/31/2013 0:00:00,1075,"331093793","","","","","","","","","","","","","","","","","","",""
2299,12/31/2013 0:00:00,1080,"","","","","","","","","","","","","","","","","","","",""
2301,12/31/2013 0:00:00,1081,"","","","","","","","","","","","","","","","","","","",""
2322,12/31/2013 0:00:00,1088,"","","","","","","","","","","","","","","","","","","",""
2346,12/31/2013 0:00:00,1097,"","","","","","","","","","","","","","","","","","","",""
2348,12/31/2013 0:00:00,1098,"","","","","","","","","","","","","","","","","","","",""
2357,12/31/2013 0:00:00,1104,"","","","","","","","","","","","","","","","","","","",""
2370,12/31/2013 0:00:00,1110,"","","","","","","","","","","","","","","","","","","",""
2374,12/31/2013 0:00:00,1112,"","","","","","","","","","","","","","","","","","","",""
2384,12/31/2013 0:00:00,1115,"","","","","","","","","","","","","","","","","","","",""
2394,12/31/2013 0:00:00,1118,"","","","","","","","","","","","","","","","","","","",""
2403,12/31/2013 0:00:00,1123,"","","","","","","","","","","","","","","","","","","",""
2405,12/31/2013 0:00:00,1124,"","","","","","","","","","","","","","","","","","","",""
2414,12/31/2013 0:00:00,1127,"","","","","","","","","","","","","","","","","","","",""
2428,12/31/2013 0:00:00,1129,"","","","","","","","","","","","","","","","","","","",""
2440,12/31/2013 0:00:00,1134,"","","","","","","","","","","","","","","","","","","",""
2441,12/31/2013 0:00:00,1135,"","","","","","","","","","","","","","","","","","","",""
2442,12/31/2013 0:00:00,1136,"","","","","","","","","","","","","","","","","","","",""
2446,12/31/2013 0:00:00,1139,"","","","","","","","","","","","","","","","","","","",""
2449,12/31/2013 0:00:00,1140,"","","","","","","","","","","","","","","","","","","",""
2454,12/31/2013 0:00:00,1142,"","","","","","","","","","","","","","","","","","","",""
2460,12/31/2013 0:00:00,1145,"","","","","","","","","","","","","","","","","","","",""
2467,12/31/2013 0:00:00,1148,"","","","","","","","","","","","","","","","","","","",""
2472,12/31/2013 0:00:00,1151,"","","","","","","","","","","","","","","","","","","",""
2490,12/31/2013 0:00:00,1155,"","","","","","","","","","","","","","","","","","","",""
2493,12/31/2013 0:00:00,1157,"","","","","","","","","","","","","","","","","","","",""
2495,12/31/2013 0:00:00,1159,"","","","","","","","","","","","","","","","","","","",""
2498,12/31/2013 0:00:00,1161,"","","","","","","","","","","","","","","","","","","",""
2501,12/31/2013 0:00:00,1162,"","","","","","","","","","","","","","","","","","","",""
2505,12/31/2013 0:00:00,1163,"","","","","","","","","","","","","","","","","","","",""
2507,12/31/2013 0:00:00,1164,"","","","","","","","","","","","","","","","","","","",""
2508,12/31/2013 0:00:00,1165,"","","","","","","","","","","","","","","","","","","",""
2529,12/31/2013 0:00:00,1175,"","","","","","","","","","","","","","","","","","","",""
2531,12/31/2013 0:00:00,1176,"","","","","","","","","","","","","","","","","","","",""
2535,12/31/2013 0:00:00,1178,"200603405","","","","","","","","","","","","","","","","","","",""
2536,12/31/2013 0:00:00,1179,"","","","","","","","","","","","","","","","","","","",""
2538,12/31/2013 0:00:00,1180,"","","","","","","","","","","","","","","","","","","",""
