"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_844A","ACCT_844B","ACCT_844C","ACCT_844D","ACCT_844E","ACCT_844F","ACCT_844G","ACCT_844H","ACCT_844I","ACCT_844J","ACCT_844K","ACCT_844L","ACCT_844M","ACCT_844N","ACCT_844O","ACCT_844P","ACCT_844Q","ACCT_844R","ACCT_844S","ACCT_844T"
4043,12/31/2013 0:00:00,1811,"462292708","","","","","","","","","","","","","","","","","","",""
4060,12/31/2013 0:00:00,1816,"","","","","","","","","","","","","","","","","","","",""
4078,12/31/2013 0:00:00,1824,"","","","","","","","","","","","","","","","","","","",""
4088,12/31/2013 0:00:00,1828,"","","","","","","","","","","","","","","","","","","",""
4090,12/31/2013 0:00:00,1829,"","","","","","","","","","","","","","","","","","","",""
4095,12/31/2013 0:00:00,1830,"","","","","","","","","","","","","","","","","","","",""
4098,12/31/2013 0:00:00,1831,"","","","","","","","","","","","","","","","","","","",""
4103,12/31/2013 0:00:00,1833,"","","","","","","","","","","","","","","","","","","",""
4108,12/31/2013 0:00:00,1834,"","","","","","","","","","","","","","","","","","","",""
4116,12/31/2013 0:00:00,1836,"","","","","","","","","","","","","","","","","","","",""
4118,12/31/2013 0:00:00,1837,"","","","","","","","","","","","","","","","","","","",""
4120,12/31/2013 0:00:00,1838,"","","","","","","","","","","","","","","","","","","",""
4122,12/31/2013 0:00:00,1840,"270001758","","","","","","","","","","","","","","","","","","",""
4127,12/31/2013 0:00:00,1842,"","","","","","","","","","","","","","","","","","","",""
4135,12/31/2013 0:00:00,1844,"","","","","","","","","","","","","","","","","","","",""
4142,12/31/2013 0:00:00,1849,"870693495","330234217","271524628","","","","","","","","","","","","","","","","",""
4148,12/31/2013 0:00:00,1851,"","","","","","","","","","","","","","","","","","","",""
4150,12/31/2013 0:00:00,1852,"","","","","","","","","","","","","","","","","","","",""
4152,12/31/2013 0:00:00,1854,"","","","","","","","","","","","","","","","","","","",""
4158,12/31/2013 0:00:00,1856,"","","","","","","","","","","","","","","","","","","",""
4163,12/31/2013 0:00:00,1857,"","","","","","","","","","","","","","","","","","","",""
4164,12/31/2013 0:00:00,1858,"","","","","","","","","","","","","","","","","","","",""
4170,12/31/2013 0:00:00,1860,"","","","","","","","","","","","","","","","","","","",""
4175,12/31/2013 0:00:00,1862,"","","","","","","","","","","","","","","","","","","",""
4176,12/31/2013 0:00:00,1863,"","","","","","","","","","","","","","","","","","","",""
4182,12/31/2013 0:00:00,1865,"","","","","","","","","","","","","","","","","","","",""
4192,12/31/2013 0:00:00,1867,"","","","","","","","","","","","","","","","","","","",""
4193,12/31/2013 0:00:00,1868,"","","","","","","","","","","","","","","","","","","",""
4195,12/31/2013 0:00:00,1869,"","","","","","","","","","","","","","","","","","","",""
4201,12/31/2013 0:00:00,1871,"","","","","","","","","","","","","","","","","","","",""
4202,12/31/2013 0:00:00,1872,"","","","","","","","","","","","","","","","","","","",""
4227,12/31/2013 0:00:00,1882,"","","","","","","","","","","","","","","","","","","",""
4233,12/31/2013 0:00:00,1884,"","","","","","","","","","","","","","","","","","","",""
4240,12/31/2013 0:00:00,1886,"","","","","","","","","","","","","","","","","","","",""
4246,12/31/2013 0:00:00,1887,"","","","","","","","","","","","","","","","","","","",""
4261,12/31/2013 0:00:00,1895,"","","","","","","","","","","","","","","","","","","",""
4271,12/31/2013 0:00:00,1898,"","","","","","","","","","","","","","","","","","","",""
4281,12/31/2013 0:00:00,1900,"","","","","","","","","","","","","","","","","","","",""
4291,12/31/2013 0:00:00,1904,"","","","","","","","","","","","","","","","","","","",""
4292,12/31/2013 0:00:00,1905,"","","","","","","","","","","","","","","","","","","",""
4303,12/31/2013 0:00:00,1906,"","","","","","","","","","","","","","","","","","","",""
4360,12/31/2013 0:00:00,1930,"","","","","","","","","","","","","","","","","","","",""
4363,12/31/2013 0:00:00,1932,"","","","","","","","","","","","","","","","","","","",""
4365,12/31/2013 0:00:00,1933,"411935760","270342171","","","","","","","","","","","","","","","","","",""
4366,12/31/2013 0:00:00,1934,"","","","","","","","","","","","","","","","","","","",""
4369,12/31/2013 0:00:00,1936,"","","","","","","","","","","","","","","","","","","",""
4370,12/31/2013 0:00:00,1937,"","","","","","","","","","","","","","","","","","","",""
4374,12/31/2013 0:00:00,1939,"","","","","","","","","","","","","","","","","","","",""
4385,12/31/2013 0:00:00,1941,"","","","","","","","","","","","","","","","","","","",""
4393,12/31/2013 0:00:00,1942,"","","","","","","","","","","","","","","","","","","",""
4395,12/31/2013 0:00:00,1943,"","","","","","","","","","","","","","","","","","","",""
4400,12/31/2013 0:00:00,1946,"","","","","","","","","","","","","","","","","","","",""
4401,12/31/2013 0:00:00,1947,"","","","","","","","","","","","","","","","","","","",""
4416,12/31/2013 0:00:00,1950,"","","","","","","","","","","","","","","","","","","",""
4425,12/31/2013 0:00:00,1953,"","","","","","","","","","","","","","","","","","","",""
4427,12/31/2013 0:00:00,1954,"","","","","","","","","","","","","","","","","","","",""
4441,12/31/2013 0:00:00,1959,"","","","","","","","","","","","","","","","","","","",""
4446,12/31/2013 0:00:00,1962,"","","","","","","","","","","","","","","","","","","",""
4461,12/31/2013 0:00:00,1967,"","","","","","","","","","","","","","","","","","","",""
4472,12/31/2013 0:00:00,1971,"","","","","","","","","","","","","","","","","","","",""
4475,12/31/2013 0:00:00,1972,"","","","","","","","","","","","","","","","","","","",""
4480,12/31/2013 0:00:00,1973,"","","","","","","","","","","","","","","","","","","",""
4487,12/31/2013 0:00:00,1976,"","","","","","","","","","","","","","","","","","","",""
4488,12/31/2013 0:00:00,1977,"","","","","","","","","","","","","","","","","","","",""
4509,12/31/2013 0:00:00,1984,"","","","","","","","","","","","","","","","","","","",""
4517,12/31/2013 0:00:00,1985,"250971545","","","","","","","","","","","","","","","","","","",""
4524,12/31/2013 0:00:00,1987,"","","","","","","","","","","","","","","","","","","",""
4526,12/31/2013 0:00:00,1988,"","","","","","","","","","","","","","","","","","","",""
4531,12/31/2013 0:00:00,1991,"","","","","","","","","","","","","","","","","","","",""
4566,12/31/2013 0:00:00,2006,"","","","","","","","","","","","","","","","","","","",""
4570,12/31/2013 0:00:00,2009,"","","","","","","","","","","","","","","","","","","",""
4580,12/31/2013 0:00:00,2010,"161564265","","","","","","","","","","","","","","","","","","",""
4584,12/31/2013 0:00:00,2013,"","","","","","","","","","","","","","","","","","","",""
4604,12/31/2013 0:00:00,2022,"","","","","","","","","","","","","","","","","","","",""
4611,12/31/2013 0:00:00,2024,"","","","","","","","","","","","","","","","","","","",""
4616,12/31/2013 0:00:00,2025,"541968031","","","","","","","","","","","","","","","","","","",""
4633,12/31/2013 0:00:00,2030,"","","","","","","","","","","","","","","","","","","",""
4642,12/31/2013 0:00:00,2033,"","","","","","","","","","","","","","","","","","","",""
4676,12/31/2013 0:00:00,2042,"","","","","","","","","","","","","","","","","","","",""
4684,12/31/2013 0:00:00,2044,"","","","","","","","","","","","","","","","","","","",""
4686,12/31/2013 0:00:00,2045,"911499278","","","","","","","","","","","","","","","","","","",""
4693,12/31/2013 0:00:00,2048,"","","","","","","","","","","","","","","","","","","",""
4702,12/31/2013 0:00:00,2052,"274828583","274828478","452600909","","","","","","","","","","","","","","","","",""
4708,12/31/2013 0:00:00,2054,"","","","","","","","","","","","","","","","","","","",""
4709,12/31/2013 0:00:00,2055,"","","","","","","","","","","","","","","","","","","",""
4714,12/31/2013 0:00:00,2057,"","","","","","","","","","","","","","","","","","","",""
4726,12/31/2013 0:00:00,2062,"","","","","","","","","","","","","","","","","","","",""
4731,12/31/2013 0:00:00,2065,"","","","","","","","","","","","","","","","","","","",""
4735,12/31/2013 0:00:00,2066,"300173933","202199061","","","","","","","","","","","","","","","","","",""
4738,12/31/2013 0:00:00,2067,"","","","","","","","","","","","","","","","","","","",""
4745,12/31/2013 0:00:00,2071,"","","","","","","","","","","","","","","","","","","",""
4746,12/31/2013 0:00:00,2072,"","","","","","","","","","","","","","","","","","","",""
4756,12/31/2013 0:00:00,2075,"","","","","","","","","","","","","","","","","","","",""
4787,12/31/2013 0:00:00,2080,"","","","","","","","","","","","","","","","","","","",""
4792,12/31/2013 0:00:00,2083,"251696525","","","","","","","","","","","","","","","","","","",""
4794,12/31/2013 0:00:00,2085,"","","","","","","","","","","","","","","","","","","",""
4799,12/31/2013 0:00:00,2087,"","","","","","","","","","","","","","","","","","","",""
4805,12/31/2013 0:00:00,2089,"","","","","","","","","","","","","","","","","","","",""
4806,12/31/2013 0:00:00,2090,"","","","","","","","","","","","","","","","","","","",""
4809,12/31/2013 0:00:00,2091,"","","","","","","","","","","","","","","","","","","",""
4828,12/31/2013 0:00:00,2094,"","","","","","","","","","","","","","","","","","","",""
4833,12/31/2013 0:00:00,2096,"","","","","","","","","","","","","","","","","","","",""
4845,12/31/2013 0:00:00,2099,"","","","","","","","","","","","","","","","","","","",""
4847,12/31/2013 0:00:00,2100,"","","","","","","","","","","","","","","","","","","",""
4853,12/31/2013 0:00:00,2102,"","","","","","","","","","","","","","","","","","","",""
4857,12/31/2013 0:00:00,2103,"","","","","","","","","","","","","","","","","","","",""
4871,12/31/2013 0:00:00,2109,"","","","","","","","","","","","","","","","","","","",""
4878,12/31/2013 0:00:00,2110,"","","","","","","","","","","","","","","","","","","",""
4884,12/31/2013 0:00:00,2114,"","","","","","","","","","","","","","","","","","","",""
4894,12/31/2013 0:00:00,2119,"","","","","","","","","","","","","","","","","","","",""
4900,12/31/2013 0:00:00,2121,"","","","","","","","","","","","","","","","","","","",""
4906,12/31/2013 0:00:00,2122,"","","","","","","","","","","","","","","","","","","",""
4915,12/31/2013 0:00:00,2123,"","","","","","","","","","","","","","","","","","","",""
4932,12/31/2013 0:00:00,2128,"","","","","","","","","","","","","","","","","","","",""
4936,12/31/2013 0:00:00,2130,"","","","","","","","","","","","","","","","","","","",""
4951,12/31/2013 0:00:00,2137,"","","","","","","","","","","","","","","","","","","",""
4960,12/31/2013 0:00:00,2139,"","","","","","","","","","","","","","","","","","","",""
4962,12/31/2013 0:00:00,2140,"","","","","","","","","","","","","","","","","","","",""
4963,12/31/2013 0:00:00,2141,"","","","","","","","","","","","","","","","","","","",""
4966,12/31/2013 0:00:00,2143,"","","","","","","","","","","","","","","","","","","",""
4968,12/31/2013 0:00:00,2144,"320027007","341617814","261508912","","","","","","","","","","","","","","","","",""
4969,12/31/2013 0:00:00,2145,"","","","","","","","","","","","","","","","","","","",""
4979,12/31/2013 0:00:00,2150,"","","","","","","","","","","","","","","","","","","",""
4980,12/31/2013 0:00:00,2151,"","","","","","","","","","","","","","","","","","","",""
4982,12/31/2013 0:00:00,2152,"","","","","","","","","","","","","","","","","","","",""
4999,12/31/2013 0:00:00,2158,"","","","","","","","","","","","","","","","","","","",""
5022,12/31/2013 0:00:00,2162,"","","","","","","","","","","","","","","","","","","",""
5023,12/31/2013 0:00:00,2163,"","","","","","","","","","","","","","","","","","","",""
5028,12/31/2013 0:00:00,2165,"","","","","","","","","","","","","","","","","","","",""
5029,12/31/2013 0:00:00,2166,"757856618","","","","","","","","","","","","","","","","","","",""
5045,12/31/2013 0:00:00,2172,"","","","","","","","","","","","","","","","","","","",""
5062,12/31/2013 0:00:00,2179,"","","","","","","","","","","","","","","","","","","",""
5063,12/31/2013 0:00:00,2180,"","","","","","","","","","","","","","","","","","","",""
5086,12/31/2013 0:00:00,2184,"","","","","","","","","","","","","","","","","","","",""
5089,12/31/2013 0:00:00,2186,"","","","","","","","","","","","","","","","","","","",""
5098,12/31/2013 0:00:00,2188,"","","","","","","","","","","","","","","","","","","",""
5099,12/31/2013 0:00:00,2189,"","","","","","","","","","","","","","","","","","","",""
5116,12/31/2013 0:00:00,2194,"","","","","","","","","","","","","","","","","","","",""
5123,12/31/2013 0:00:00,2197,"","","","","","","","","","","","","","","","","","","",""
5127,12/31/2013 0:00:00,2199,"","","","","","","","","","","","","","","","","","","",""
5134,12/31/2013 0:00:00,2201,"","","","","","","","","","","","","","","","","","","",""
5144,12/31/2013 0:00:00,2202,"","","","","","","","","","","","","","","","","","","",""
5160,12/31/2013 0:00:00,2212,"","","","","","","","","","","","","","","","","","","",""
5163,12/31/2013 0:00:00,2213,"","","","","","","","","","","","","","","","","","","",""
5168,12/31/2013 0:00:00,2214,"","","","","","","","","","","","","","","","","","","",""
5170,12/31/2013 0:00:00,2215,"","","","","","","","","","","","","","","","","","","",""
5176,12/31/2013 0:00:00,2217,"","","","","","","","","","","","","","","","","","","",""
5185,12/31/2013 0:00:00,2221,"","","","","","","","","","","","","","","","","","","",""
5198,12/31/2013 0:00:00,2225,"","","","","","","","","","","","","","","","","","","",""
5227,12/31/2013 0:00:00,2237,"","","","","","","","","","","","","","","","","","","",""
5234,12/31/2013 0:00:00,2241,"521868572","","","","","","","","","","","","","","","","","","",""
5241,12/31/2013 0:00:00,2245,"","","","","","","","","","","","","","","","","","","",""
5252,12/31/2013 0:00:00,2248,"","","","","","","","","","","","","","","","","","","",""
5256,12/31/2013 0:00:00,2251,"","","","","","","","","","","","","","","","","","","",""
5257,12/31/2013 0:00:00,2252,"","","","","","","","","","","","","","","","","","","",""
5263,12/31/2013 0:00:00,2255,"","","","","","","","","","","","","","","","","","","",""
5267,12/31/2013 0:00:00,2258,"","","","","","","","","","","","","","","","","","","",""
5272,12/31/2013 0:00:00,2260,"953732627","","","","","","","","","","","","","","","","","","",""
5285,12/31/2013 0:00:00,2264,"","","","","","","","","","","","","","","","","","","",""
5286,12/31/2013 0:00:00,2265,"","","","","","","","","","","","","","","","","","","",""
5291,12/31/2013 0:00:00,2268,"","","","","","","","","","","","","","","","","","","",""
5318,12/31/2013 0:00:00,2281,"","","","","","","","","","","","","","","","","","","",""
5321,12/31/2013 0:00:00,2283,"","","","","","","","","","","","","","","","","","","",""
5325,12/31/2013 0:00:00,2285,"","","","","","","","","","","","","","","","","","","",""
5337,12/31/2013 0:00:00,2291,"","","","","","","","","","","","","","","","","","","",""
5345,12/31/2013 0:00:00,2293,"","","","","","","","","","","","","","","","","","","",""
5352,12/31/2013 0:00:00,2294,"","","","","","","","","","","","","","","","","","","",""
5356,12/31/2013 0:00:00,2297,"272909668","","","","","","","","","","","","","","","","","","",""
5359,12/31/2013 0:00:00,2300,"","","","","","","","","","","","","","","","","","","",""
5366,12/31/2013 0:00:00,2303,"","","","","","","","","","","","","","","","","","","",""
5368,12/31/2013 0:00:00,2305,"","","","","","","","","","","","","","","","","","","",""
5370,12/31/2013 0:00:00,2306,"","","","","","","","","","","","","","","","","","","",""
5373,12/31/2013 0:00:00,2308,"","","","","","","","","","","","","","","","","","","",""
5380,12/31/2013 0:00:00,2313,"","","","","","","","","","","","","","","","","","","",""
5384,12/31/2013 0:00:00,2316,"","","","","","","","","","","","","","","","","","","",""
5387,12/31/2013 0:00:00,2318,"","","","","","","","","","","","","","","","","","","",""
5400,12/31/2013 0:00:00,2320,"870714841","","","","","","","","","","","","","","","","","","",""
5419,12/31/2013 0:00:00,2331,"","","","","","","","","","","","","","","","","","","",""
5420,12/31/2013 0:00:00,2332,"","","","","","","","","","","","","","","","","","","",""
5422,12/31/2013 0:00:00,2333,"","","","","","","","","","","","","","","","","","","",""
5431,12/31/2013 0:00:00,2338,"351892895","","","","","","","","","","","","","","","","","","",""
5439,12/31/2013 0:00:00,2342,"","","","","","","","","","","","","","","","","","","",""
5441,12/31/2013 0:00:00,2343,"","","","","","","","","","","","","","","","","","","",""
5450,12/31/2013 0:00:00,2349,"","","","","","","","","","","","","","","","","","","",""
5460,12/31/2013 0:00:00,2356,"","","","","","","","","","","","","","","","","","","",""
5461,12/31/2013 0:00:00,2357,"","","","","","","","","","","","","","","","","","","",""
5462,12/31/2013 0:00:00,2358,"","","","","","","","","","","","","","","","","","","",""
5465,12/31/2013 0:00:00,2360,"","","","","","","","","","","","","","","","","","","",""
5467,12/31/2013 0:00:00,2361,"","","","","","","","","","","","","","","","","","","",""
5469,12/31/2013 0:00:00,2362,"","","","","","","","","","","","","","","","","","","",""
5477,12/31/2013 0:00:00,2364,"","","","","","","","","","","","","","","","","","","",""
5482,12/31/2013 0:00:00,2368,"","","","","","","","","","","","","","","","","","","",""
5484,12/31/2013 0:00:00,2369,"","","","","","","","","","","","","","","","","","","",""
5486,12/31/2013 0:00:00,2370,"","","","","","","","","","","","","","","","","","","",""
5487,12/31/2013 0:00:00,2371,"","","","","","","","","","","","","","","","","","","",""
5494,12/31/2013 0:00:00,2375,"","","","","","","","","","","","","","","","","","","",""
5495,12/31/2013 0:00:00,2376,"","","","","","","","","","","","","","","","","","","",""
5496,12/31/2013 0:00:00,2377,"","","","","","","","","","","","","","","","","","","",""
5497,12/31/2013 0:00:00,2378,"","","","","","","","","","","","","","","","","","","",""
5500,12/31/2013 0:00:00,2379,"542059174","","","","","","","","","","","","","","","","","","",""
5510,12/31/2013 0:00:00,2386,"","","","","","","","","","","","","","","","","","","",""
5524,12/31/2013 0:00:00,2392,"","","","","","","","","","","","","","","","","","","",""
5525,12/31/2013 0:00:00,2393,"","","","","","","","","","","","","","","","","","","",""
5530,12/31/2013 0:00:00,2395,"","","","","","","","","","","","","","","","","","","",""
5531,12/31/2013 0:00:00,2396,"","","","","","","","","","","","","","","","","","","",""
5536,12/31/2013 0:00:00,2399,"541954978","","","","","","","","","","","","","","","","","","",""
5539,12/31/2013 0:00:00,2400,"","","","","","","","","","","","","","","","","","","",""
5540,12/31/2013 0:00:00,2401,"","","","","","","","","","","","","","","","","","","",""
5546,12/31/2013 0:00:00,2406,"","","","","","","","","","","","","","","","","","","",""
5547,12/31/2013 0:00:00,2407,"","","","","","","","","","","","","","","","","","","",""
5549,12/31/2013 0:00:00,2409,"","","","","","","","","","","","","","","","","","","",""
5552,12/31/2013 0:00:00,2411,"","","","","","","","","","","","","","","","","","","",""
5554,12/31/2013 0:00:00,2413,"","","","","","","","","","","","","","","","","","","",""
5555,12/31/2013 0:00:00,2414,"","","","","","","","","","","","","","","","","","","",""
5561,12/31/2013 0:00:00,2416,"","","","","","","","","","","","","","","","","","","",""
5569,12/31/2013 0:00:00,2420,"","","","","","","","","","","","","","","","","","","",""
5571,12/31/2013 0:00:00,2422,"274432496","","","","","","","","","","","","","","","","","","",""
5579,12/31/2013 0:00:00,2424,"161571849","","","","","","","","","","","","","","","","","","",""
5582,12/31/2013 0:00:00,2426,"","","","","","","","","","","","","","","","","","","",""
5588,12/31/2013 0:00:00,2427,"810666732","","","","","","","","","","","","","","","","","","",""
5589,12/31/2013 0:00:00,2428,"","","","","","","","","","","","","","","","","","","",""
5590,12/31/2013 0:00:00,2429,"","","","","","","","","","","","","","","","","","","",""
5593,12/31/2013 0:00:00,2430,"","","","","","","","","","","","","","","","","","","",""
5594,12/31/2013 0:00:00,2431,"","","","","","","","","","","","","","","","","","","",""
5602,12/31/2013 0:00:00,2434,"043721480","161636853","043505494","043721479","043521967","","","","","","","","","","","","","","",""
5604,12/31/2013 0:00:00,2435,"","","","","","","","","","","","","","","","","","","",""
5609,12/31/2013 0:00:00,2437,"","","","","","","","","","","","","","","","","","","",""
5610,12/31/2013 0:00:00,2438,"","","","","","","","","","","","","","","","","","","",""
5612,12/31/2013 0:00:00,2439,"","","","","","","","","","","","","","","","","","","",""
5613,12/31/2013 0:00:00,2440,"","","","","","","","","","","","","","","","","","","",""
5621,12/31/2013 0:00:00,2444,"","","","","","","","","","","","","","","","","","","",""
5628,12/31/2013 0:00:00,2448,"","","","","","","","","","","","","","","","","","","",""
5631,12/31/2013 0:00:00,2451,"","","","","","","","","","","","","","","","","","","",""
5636,12/31/2013 0:00:00,2455,"","","","","","","","","","","","","","","","","","","",""
5641,12/31/2013 0:00:00,2458,"","","","","","","","","","","","","","","","","","","",""
5648,12/31/2013 0:00:00,2461,"","","","","","","","","","","","","","","","","","","",""
5652,12/31/2013 0:00:00,2463,"","","","","","","","","","","","","","","","","","","",""
5655,12/31/2013 0:00:00,2465,"","","","","","","","","","","","","","","","","","","",""
5660,12/31/2013 0:00:00,2467,"","","","","","","","","","","","","","","","","","","",""
5661,12/31/2013 0:00:00,2468,"","","","","","","","","","","","","","","","","","","",""
5662,12/31/2013 0:00:00,2469,"","","","","","","","","","","","","","","","","","","",""
5665,12/31/2013 0:00:00,2471,"","","","","","","","","","","","","","","","","","","",""
5684,12/31/2013 0:00:00,2481,"","","","","","","","","","","","","","","","","","","",""
5686,12/31/2013 0:00:00,2483,"","","","","","","","","","","","","","","","","","","",""
5700,12/31/2013 0:00:00,2487,"","","","","","","","","","","","","","","","","","","",""
5713,12/31/2013 0:00:00,2493,"","","","","","","","","","","","","","","","","","","",""
5718,12/31/2013 0:00:00,2494,"","","","","","","","","","","","","","","","","","","",""
5721,12/31/2013 0:00:00,2495,"","","","","","","","","","","","","","","","","","","",""
5727,12/31/2013 0:00:00,2499,"462325047","","","","","","","","","","","","","","","","","","",""
5732,12/31/2013 0:00:00,2500,"","","","","","","","","","","","","","","","","","","",""
5736,12/31/2013 0:00:00,2503,"","","","","","","","","","","","","","","","","","","",""
5741,12/31/2013 0:00:00,2507,"","","","","","","","","","","","","","","","","","","",""
5742,12/31/2013 0:00:00,2508,"","","","","","","","","","","","","","","","","","","",""
5748,12/31/2013 0:00:00,2511,"","","","","","","","","","","","","","","","","","","",""
5754,12/31/2013 0:00:00,2514,"521957065","521566740","521831567","","","","","","","","","","","","","","","","",""
5773,12/31/2013 0:00:00,2526,"","","","","","","","","","","","","","","","","","","",""
5780,12/31/2013 0:00:00,2529,"","","","","","","","","","","","","","","","","","","",""
5781,12/31/2013 0:00:00,2530,"","","","","","","","","","","","","","","","","","","",""
5785,12/31/2013 0:00:00,2532,"","","","","","","","","","","","","","","","","","","",""
5797,12/31/2013 0:00:00,2537,"203878295","","","","","","","","","","","","","","","","","","",""
5800,12/31/2013 0:00:00,2539,"300538443","223814929","","","","","","","","","","","","","","","","","",""
5811,12/31/2013 0:00:00,2544,"","","","","","","","","","","","","","","","","","","",""
5816,12/31/2013 0:00:00,2547,"","","","","","","","","","","","","","","","","","","",""
5822,12/31/2013 0:00:00,2549,"","","","","","","","","","","","","","","","","","","",""
5839,12/31/2013 0:00:00,2555,"","","","","","","","","","","","","","","","","","","",""
5845,12/31/2013 0:00:00,2559,"","","","","","","","","","","","","","","","","","","",""
5851,12/31/2013 0:00:00,2565,"850326654","","","","","","","","","","","","","","","","","","",""
5852,12/31/2013 0:00:00,2566,"341707725","","","","","","","","","","","","","","","","","","",""
5856,12/31/2013 0:00:00,2567,"","","","","","","","","","","","","","","","","","","",""
5866,12/31/2013 0:00:00,2573,"","","","","","","","","","","","","","","","","","","",""
5867,12/31/2013 0:00:00,2574,"","","","","","","","","","","","","","","","","","","",""
5885,12/31/2013 0:00:00,2584,"","","","","","","","","","","","","","","","","","","",""
5890,12/31/2013 0:00:00,2586,"010544813","","","","","","","","","","","","","","","","","","",""
5892,12/31/2013 0:00:00,2587,"","","","","","","","","","","","","","","","","","","",""
5905,12/31/2013 0:00:00,2594,"","","","","","","","","","","","","","","","","","","",""
5912,12/31/2013 0:00:00,2597,"010649394","","","","","","","","","","","","","","","","","","",""
5913,12/31/2013 0:00:00,2598,"043660901","911775122","201621498","261890815","","","","","","","","","","","","","","","",""
5919,12/31/2013 0:00:00,2600,"","","","","","","","","","","","","","","","","","","",""
5922,12/31/2013 0:00:00,2601,"","","","","","","","","","","","","","","","","","","",""
5924,12/31/2013 0:00:00,2602,"141950020","","","","","","","","","","","","","","","","","","",""
5927,12/31/2013 0:00:00,2603,"","","","","","","","","","","","","","","","","","","",""
5928,12/31/2013 0:00:00,2604,"","","","","","","","","","","","","","","","","","","",""
5929,12/31/2013 0:00:00,2605,"","","","","","","","","","","","","","","","","","","",""
5930,12/31/2013 0:00:00,2606,"","","","","","","","","","","","","","","","","","","",""
5935,12/31/2013 0:00:00,2608,"","","","","","","","","","","","","","","","","","","",""
5951,12/31/2013 0:00:00,2616,"","","","","","","","","","","","","","","","","","","",""
5960,12/31/2013 0:00:00,2620,"","","","","","","","","","","","","","","","","","","",""
5970,12/31/2013 0:00:00,2624,"","","","","","","","","","","","","","","","","","","",""
5973,12/31/2013 0:00:00,2625,"","","","","","","","","","","","","","","","","","","",""
5974,12/31/2013 0:00:00,2626,"","","","","","","","","","","","","","","","","","","",""
5978,12/31/2013 0:00:00,2629,"","","","","","","","","","","","","","","","","","","",""
5982,12/31/2013 0:00:00,2631,"","","","","","","","","","","","","","","","","","","",""
5985,12/31/2013 0:00:00,2634,"","","","","","","","","","","","","","","","","","","",""
5987,12/31/2013 0:00:00,2635,"","","","","","","","","","","","","","","","","","","",""
5991,12/31/2013 0:00:00,2638,"","","","","","","","","","","","","","","","","","","",""
6008,12/31/2013 0:00:00,2645,"","","","","","","","","","","","","","","","","","","",""
6011,12/31/2013 0:00:00,2648,"","","","","","","","","","","","","","","","","","","",""
6012,12/31/2013 0:00:00,2649,"","","","","","","","","","","","","","","","","","","",""
6015,12/31/2013 0:00:00,2651,"","","","","","","","","","","","","","","","","","","",""
6019,12/31/2013 0:00:00,2653,"","","","","","","","","","","","","","","","","","","",""
6032,12/31/2013 0:00:00,2661,"","","","","","","","","","","","","","","","","","","",""
6039,12/31/2013 0:00:00,2665,"","","","","","","","","","","","","","","","","","","",""
6040,12/31/2013 0:00:00,2666,"","","","","","","","","","","","","","","","","","","",""
6048,12/31/2013 0:00:00,2669,"","","","","","","","","","","","","","","","","","","",""
6053,12/31/2013 0:00:00,2670,"","","","","","","","","","","","","","","","","","","",""
6061,12/31/2013 0:00:00,2673,"","","","","","","","","","","","","","","","","","","",""
6062,12/31/2013 0:00:00,2674,"463713831","","","","","","","","","","","","","","","","","","",""
6070,12/31/2013 0:00:00,2680,"","","","","","","","","","","","","","","","","","","",""
6072,12/31/2013 0:00:00,2682,"","","","","","","","","","","","","","","","","","","",""
6079,12/31/2013 0:00:00,2686,"","","","","","","","","","","","","","","","","","","",""
6083,12/31/2013 0:00:00,2689,"","","","","","","","","","","","","","","","","","","",""
6084,12/31/2013 0:00:00,2690,"","","","","","","","","","","","","","","","","","","",""
6088,12/31/2013 0:00:00,2692,"","","","","","","","","","","","","","","","","","","",""
6089,12/31/2013 0:00:00,2693,"","","","","","","","","","","","","","","","","","","",""
6095,12/31/2013 0:00:00,2695,"","","","","","","","","","","","","","","","","","","",""
6102,12/31/2013 0:00:00,2698,"","","","","","","","","","","","","","","","","","","",""
6107,12/31/2013 0:00:00,2701,"","","","","","","","","","","","","","","","","","","",""
6109,12/31/2013 0:00:00,2702,"","","","","","","","","","","","","","","","","","","",""
6112,12/31/2013 0:00:00,2703,"","","","","","","","","","","","","","","","","","","",""
6116,12/31/2013 0:00:00,2706,"","","","","","","","","","","","","","","","","","","",""
6134,12/31/2013 0:00:00,2718,"","","","","","","","","","","","","","","","","","","",""
6135,12/31/2013 0:00:00,2719,"","","","","","","","","","","","","","","","","","","",""
6144,12/31/2013 0:00:00,2726,"","","","","","","","","","","","","","","","","","","",""
6150,12/31/2013 0:00:00,2731,"","","","","","","","","","","","","","","","","","","",""
6160,12/31/2013 0:00:00,2737,"233019414","","","","","","","","","","","","","","","","","","",""
6164,12/31/2013 0:00:00,2741,"","","","","","","","","","","","","","","","","","","",""
6175,12/31/2013 0:00:00,2746,"","","","","","","","","","","","","","","","","","","",""
6176,12/31/2013 0:00:00,2747,"","","","","","","","","","","","","","","","","","","",""
6178,12/31/2013 0:00:00,2749,"","","","","","","","","","","","","","","","","","","",""
6179,12/31/2013 0:00:00,2750,"","","","","","","","","","","","","","","","","","","",""
6184,12/31/2013 0:00:00,2751,"","","","","","","","","","","","","","","","","","","",""
6187,12/31/2013 0:00:00,2752,"","","","","","","","","","","","","","","","","","","",""
